,affiliated_committee_name,candidate_ids,committee_id,committee_type,committee_type_full,cycles,designation,designation_full,filing_frequency,first_file_date,last_f1_date,last_file_date,name,organization_type,organization_type_full,party,party_full,state,treasurer_name,active_through,candidate_id,candidate_inactive,candidate_status,district,district_number,election_districts,election_years,federal_funds_flag,has_raised_funds,inactive_election_years,incumbent_challenge,incumbent_challenge_full,last_f2_date,load_date,office,office_full,principal_committees
58915,,['P20001434'],C00259390,P,Presidential,"[1992, 1994, 1996, 1998, 2000, 2002]",A,Authorized by a candidate,A,1992-01-31,1995-10-14,2002-08-02,TAXPAYERS FOR PHILLIPS,,,TX,TAXPAYERS,VA,MARK WEAVER,,,,,,,,,,,,,,,,,,
58916,,['P20000238'],C00249946,P,Presidential,"[1990, 1992, 1994, 1996, 1998]",A,Authorized by a candidate,A,1990-12-17,1990-12-17,1998-05-26,TAX PAYERS OF AMERICA,,,UNK,UNKNOWN,CA,TANAWAT WANSOM,,,,,,,,,,,,,,,,,,
58917,,['P40000812'],C00256792,P,Presidential,"[1992, 1994, 1996, 1998]",P,Principal campaign committee,A,1991-12-11,1991-12-11,1997-07-15,TAX-U-ALL COMMITTEE TO ELECT PAUL E TRENT PRESIDENT,,,IND,INDEPENDENT,OK,LON ALTUS DANA TRENT,,,,,,,,,,,,,,,,,,
58919,,['P00004184'],C00394874,P,Presidential,[2004],P,Principal campaign committee,T,2004-01-21,2004-01-21,2004-06-15,TAYLOR FOR PRESIDENT 2004,,,REP,REPUBLICAN PARTY,MN,WATTHEW WILLIAM EHLING,,,,,,,,,,,,,,,,,,
58920,,['P80001415'],C00255166,P,Presidential,"[1992, 1994, 1996, 1998, 2000]",P,Principal campaign committee,T,1991-10-21,1991-11-29,1991-11-29,TAYLOR FOR PRESIDENT COMMITTEE,,,,,TX,TIM WALKER,,,,,,,,,,,,,,,,,,
58921,,['P60003365'],C00302216,P,Presidential,"[1996, 1998, 2000, 2002, 2004]",P,Principal campaign committee,A,1995-04-11,1996-12-06,2003-07-31,TAYLOR FOR PRESIDENT INC,,,UNK,UNKNOWN,IL,MAURICE TAYLOR,,,,,,,,,,,,,,,,,,
58923,,['P60009180'],C00581900,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-07-24,2015-08-31,2018-04-27,T BEN SMITH FOR PRESIDENT,,,,,FL,T BEN SMITH,,,,,,,,,,,,,,,,,,
58926,,['P60000452'],C00110502,P,Presidential,"[1980, 1982, 1984, 1986]",A,Authorized by a candidate,A,1979-06-18,1979-06-18,1981-07-31,TEAMSTER COMMITTEE TO ELECT LAROUCHE PRESIDENT,,,,,NY,SCOTT LEE ELLIOTT,,,,,,,,,,,,,,,,,,
58928,,['P20004701'],C00512996,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2012-02-11,2016-09-30,2016-09-30,TECHNICIANS NOT POLTICIANS FOR KEVIN WEST FOR PRESIDENT,,,IND,INDEPENDENT,OR,KEVIN DUANE WEST,,,,,,,,,,,,,,,,,,
58929,,['P40003196'],C00393322,P,Presidential,"[2004, 2006]",P,Principal campaign committee,T,2003-12-03,2005-01-05,2005-01-25,TED WEILL FOR UNITED STATES PRESIDENT,,,REF,REFORM PARTY,MS,SHAWN O'HARA,,,,,,,,,,,,,,,,,,
58930,,['P00003533'],C00343038,P,Presidential,[2000],P,Principal campaign committee,T,1999-02-16,1999-04-02,1999-04-02,TEE FERGUSON FOR PRESIDENT EXPLORATORY COMMITTEE,,,,,SC,REV DONALD RAY SMITH,,,,,,,,,,,,,,,,,,
58931,,['P60000247'],C00136937,P,Presidential,"[1980, 1982]",J,Joint fundraising committee,T,1980-10-14,1980-10-16,1983-03-29,TENNESSEE/CARTER MONDALE VICTORY FUND COMMITTEE,,,,,DC,MYRA STYLES,,,,,,,,,,,,,,,,,,
58932,,['P80000763'],C00220376,P,Presidential,[1988],A,Authorized by a candidate,T,1987-12-28,1987-12-28,1987-12-28,TENNESSEE PRO-LIFE DEMOCRATS FOR MARTIN-TRIGONA,,,,,CT,ANTHONY R MARTIN-TRIGONA,,,,,,,,,,,,,,,,,,
58933,,['P20001210'],C00325134,P,Presidential,"[1996, 1998, 2000]",P,Principal campaign committee,T,1996-11-26,1996-12-13,1999-04-09,TENNIE ROGERS FOR PRESIDENT COMMITTEE,,,REP,REPUBLICAN PARTY,OK,TENNIE B ROGERS,,,,,,,,,,,,,,,,,,
58935,,['P20005088'],C00526251,P,Presidential,"[2012, 2014]",P,Principal campaign committee,T,2012-07-31,2012-07-31,2013-02-07,TERRY JENSEN FOR U S A PRESIDENT,,,,,CA,TERRY JAMES JENSEN,,,,,,,,,,,,,,,,,,
58936,,['P60003076'],C00309427,P,Presidential,"[1996, 1998, 2000, 2002, 2004, 2006]",A,Authorized by a candidate,A,1995-12-14,1996-01-24,2005-02-16,TEXANS FOR ALAN KEYES FOR PRESIDENT '96,,,REP,REPUBLICAN PARTY,TX,CHRISTOPHER T KUHLMAN,,,,,,,,,,,,,,,,,,
58937,,['P20000675'],C00255133,P,Presidential,[1992],A,Authorized by a candidate,T,1991-10-21,1991-11-25,1992-06-19,TEXANS FOR BOB KERREY,,,,,TX,TIM CHOVANEC,,,,,,,,,,,,,,,,,,
58938,,['P20001681'],C00268730,P,Presidential,[1992],A,Authorized by a candidate,T,1992-05-19,1992-05-19,1992-12-24,TEXAS COMMITTEE TO ELECT DR JOHN HAGELIN PRESIDENT,,,UNK,UNKNOWN,TX,KURT ARBUCKLE,,,,,,,,,,,,,,,,,,
58939,,['P60000452'],C00187435,P,Presidential,"[1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002]",A,Authorized by a candidate,A,1984-07-12,1984-09-24,2002-01-22,TEXAS DEMOCRATS TO DRAFT LAROUCHE,,,,,TX,LINDA BRAUNE,,,,,,,,,,,,,,,,,,
58957,,['P60010717'],C00584003,P,Presidential,[2016],P,Principal campaign committee,T,2015-08-20,2016-02-24,2016-02-24,THE COMMITTEE TO ELECT RANDALL BIZZLE PRESIDENT OF THE U.S.A.,,,REP,REPUBLICAN PARTY,NC,"BIZZLE, PHILLIP GLEN MR.",,,,,,,,,,,,,,,,,,
58990,,['P80000672'],C00615237,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-04-19,2016-04-19,2018-04-26,THERE'S NO IN BETWEEN : VOTE HOFF PRESIDENT IN '16,,,IND,INDEPENDENT,DE,PHYLLIS R OLIVETO-HOFF,,,,,,,,,,,,,,,,,,
58997,,['P80001001'],C00215178,P,Presidential,"[1988, 1990, 1992, 1994, 1996]",P,Principal campaign committee,A,1987-05-20,1987-05-20,1996-05-15,THIRD PARTY (PCC HEM),,,,,WI,EUGENE A HEM,,,,,,,,,,,,,,,,,,
58998,,['P20004933'],C00521898,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2012-05-15,2012-05-15,2015-08-26,THIRD TELEPATHIC EFFORT COMMITTEE,,,OTH,OTHER,CA,JAMIE DIMON,,,,,,,,,,,,,,,,,,
58999,,['P20000055'],C00429647,P,Presidential,"[2006, 2008]",A,Authorized by a candidate,A,2006-10-16,2006-10-16,2007-06-01,THIS IS IN SUPPORT OF OUR UNITED STATES PRESIDENT KIP LEE,,,LIB,LIBERTARIAN PARTY,CA,KIP LEE,,,,,,,,,,,,,,,,,,
59000,,['P20000055'],C00427211,P,Presidential,"[2006, 2008]",A,Authorized by a candidate,A,2006-08-07,2006-08-07,2007-06-01,THIS IS REGARDING THE REAL ELECTORAL PROCESS DURING THE TERMS FOR PRESIDENT KIP LEE,,,,,CA,KIP LEE,,,,,,,,,,,,,,,,,,
59001,,['P20000055'],C00430389,P,Presidential,"[2006, 2008]",A,Authorized by a candidate,T,2006-11-13,2008-05-12,2008-05-12,THIS REGARDING AND CONTRIBUTIVE FOR OUR AMERICAN UNITED STATES PRESIDENT,,,,,CA,KIP LEE,,,,,,,,,,,,,,,,,,
59003,,['P00000323'],C00105684,P,Presidential,"[1978, 1980]",P,Principal campaign committee,T,1978-11-09,1978-11-09,1979-01-22,THOMAS FOR PRESIDENT,,,IND,INDEPENDENT,DC,RONALD SHIGETA,,,,,,,,,,,,,,,,,,
59004,,['P80004245'],C00434597,P,Presidential,"[2008, 2010, 2012, 2014, 2016]",P,Principal campaign committee,A,2007-05-02,2007-05-02,2015-08-10,THOMAS FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,WI,JEFFREY C THOMAS,,,,,,,,,,,,,,,,,,
59007,,['P20002788'],C00496968,P,Presidential,"[2012, 2014]",P,Principal campaign committee,A,2011-05-27,2011-05-27,2014-01-10,THOMAS J BRUZZESI FOR PRESIDENT INC,,,REP,REPUBLICAN PARTY,FL,JULIANA L ANDERSON,,,,,,,,,,,,,,,,,,
59009,,['P60003134'],C00300079,P,Presidential,"[1994, 1996, 1998]",P,Principal campaign committee,A,1994-11-30,1994-11-30,1997-07-15,THOMAS LIEKWEG FOR PRESIDENT,,,IND,INDEPENDENT,MD,FRED GILL,,,,,,,,,,,,,,,,,,
59010,,['P80000466'],C00210120,P,Presidential,[1986],P,Principal campaign committee,T,1986-08-19,1986-09-10,1986-09-10,THOMAS MCKIM FOR PRESIDENT O'BRIEN,,,UNK,UNKNOWN,OR,BETTY ANN MCKIM,,,,,,,,,,,,,,,,,,
59011,,['P60019890'],C00609503,P,Presidential,[2016],P,Principal campaign committee,T,2016-02-05,2016-02-05,2016-08-02,"THOMAS ""P"" CLEMENTS PRESIDENT",,,LIB,LIBERTARIAN PARTY,LA,THOMAS PATRICK CLEMENTS,,,,,,,,,,,,,,,,,,
59012,,['P00003244'],C00336099,P,Presidential,"[1998, 2000, 2002]",P,Principal campaign committee,A,1998-04-08,1998-04-08,2002-06-18,THOMAS WINTERBOTTOM FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,NC,THOMAS F WINTERBOTTOM,,,,,,,,,,,,,,,,,,
59013,,['P00003244'],C00390872,P,Presidential,"[2004, 2006, 2008]",P,Principal campaign committee,A,2003-09-29,2003-09-29,2007-01-26,THOMAS WINTERBOTTOM FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,PA,THOMAS WINTERBOTTOM,,,,,,,,,,,,,,,,,,
59014,,['P00001719'],C00115436,P,Presidential,"[1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996]",P,Principal campaign committee,A,1979-11-09,1979-11-09,1995-03-09,THOMSON FOR PRES COMMITTEE,,,CST,CONSTITUTIONAL,NH,JOSEPH H DEOSS,,,,,,,,,,,,,,,,,,
59018,,['P60003175'],C00300392,P,Presidential,"[1994, 1996, 1998, 2000, 2002]",A,Authorized by a candidate,A,1994-12-23,1994-12-23,2002-06-18,TIM KALEMKARIAN COMMITTEE,,,REP,REPUBLICAN PARTY,CA,TIMOTHY C KALEMKARIAN,,,,,,,,,,,,,,,,,,
59019,,['P60003175'],C00425538,P,Presidential,"[2006, 2008, 2010, 2012, 2014]",A,Authorized by a candidate,T,2006-06-14,2013-05-31,2013-06-04,TIM KALEMKARIAN P12 COMMITTEE,,,REP,REPUBLICAN PARTY,CA,TIMOTHY CHARLES KALEMKARIAN,,,,,,,,,,,,,,,,,,
59022,,['P60003175'],C00343012,P,Presidential,"[2000, 2002, 2004]",A,Authorized by a candidate,T,1999-02-12,2004-11-15,2004-12-07,TIM KALEMKARIAN P4 COMMITTEE,,,REP,REPUBLICAN PARTY,CA,TIMOTHY C KALEMKARIAN,,,,,,,,,,,,,,,,,,
59023,,['P60003175'],C00398438,P,Presidential,"[2004, 2006, 2008, 2010, 2012, 2014]",A,Authorized by a candidate,A,2004-03-30,2004-03-30,2009-02-02,TIM KALEMKARIAN P8 COMMITTEE,,,REP,REPUBLICAN PARTY,CA,TIMOTHY CHARLES KALEMKARIAN,,,,,,,,,,,,,,,,,,
59024,,['P60003175'],C00316828,P,Presidential,"[1996, 1998, 2000, 2002]",A,Authorized by a candidate,A,1996-04-09,1996-04-09,2002-06-18,TIM KALEMKARIAN PO COMMITTEE,,,REP,REPUBLICAN PARTY,CA,TIMOTHY C KALEMKARIAN,,,,,,,,,,,,,,,,,,
59026,,['P20003604'],C00505040,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-11-02,2011-11-02,2015-09-11,TIMMY STRICKLAND FOR PRESIDENT,,,,,NC,TIMMY WAYNE STRICKLAND,,,,,,,,,,,,,,,,,,
59027,,['P40003188'],C00393876,P,Presidential,"[2004, 2006]",P,Principal campaign committee,T,2003-12-24,2004-01-20,2005-04-19,TIMOTHY REXFORD WILSON FOR PRESIDENT,,,IND,INDEPENDENT,NH,TIMOTHY REXFORD WILSON,,,,,,,,,,,,,,,,,,
59030,,['P20002929'],C00527341,P,Presidential,"[2012, 2014]",A,Authorized by a candidate,T,2012-08-15,2013-02-05,2013-02-13,TIM T DAY FOR ALL OF AMERICA,,,DEM,DEMOCRATIC PARTY,TX,TIM T DAY,,,,,,,,,,,,,,,,,,
59034,,['P20003901'],C00505339,P,Presidential,"[2012, 2014, 2016, 2018]",A,Authorized by a candidate,A,2011-11-07,2011-11-07,2018-04-26,TODD RICHARD GLORE FOR PRESIDENT,,,,,IN,TODD RICHARD GLORE,,,,,,,,,,,,,,,,,,
59035,,['P20003901'],C00559864,P,Presidential,"[2014, 2016, 2018]",P,Principal campaign committee,A,2014-03-20,2014-03-20,2018-04-26,TODD RICHARD GLORE FOR US PRESIDENT 2016,,,IND,INDEPENDENT,IN,TODD R GLORE,,,,,,,,,,,,,,,,,,
59037,,"['P80002009', 'P80002017']",C00220509,P,Presidential,"[1988, 1990, 1992, 1994, 1996]",A,Authorized by a candidate,A,1987-12-31,1991-08-13,1996-05-15,TO ELECT ARNEY-OWENS PRESIDENTIAL AND VICE-PRESIDENTIAL,,,,,NJ,ROSE M ARNEY,,,,,,,,,,,,,,,,,,
59039,,['P80000243'],C00199729,P,Presidential,"[1986, 1988, 1990, 1992, 1994, 1996]",P,Principal campaign committee,A,1985-12-02,1985-12-02,1996-05-15,TOM ABRAMCZYK FOR PRESIDENT COMMITTEE,,,,,MI,THOMAS JEFFERY ABRAMCZYK,,,,,,,,,,,,,,,,,,
59040,,['P40000101'],C00149617,P,Presidential,"[1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996]",P,Principal campaign committee,A,1982-01-30,1982-04-20,1996-05-15,TOM CARDENAS FOR UNITED STATES PRESIDENT,,,,,CA,TOM CARDENAS,,,,,,,,,,,,,,,,,,
59041,,['P60006210'],C00571612,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-01-20,2015-08-05,2018-04-26,TOM IRWIN FOR PRESIDENT,,,AMP,AMERICAN PARTY,PA,TOM IRWIN,,,,,,,,,,,,,,,,,,
59042,,['P60015922'],C00587915,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-09-21,2015-09-21,2018-04-26,TOMMY FOR PRESIDENT,,,IND,INDEPENDENT,NC,CRAIG LONGNECKER,,,,,,,,,,,,,,,,,,
59043,,['P00001263'],C00112052,P,Presidential,"[1980, 1982]",P,Principal campaign committee,A,1979-08-03,1979-08-03,1980-02-28,TOMMY KERSEY FOR VICE-PRESIDENT COMMITTEE,,,REP,REPUBLICAN PARTY,DC,PHYLLIS M SANDERS,,,,,,,,,,,,,,,,,,
59046,,['P60003209'],C00300558,P,Presidential,[1996],P,Principal campaign committee,T,1995-01-09,1995-06-19,1996-01-11,TOM SHELLENBERG FOR PRESIDENT,,,REP,REPUBLICAN PARTY,MT,FRED THOMAS SHELLENBERG,,,,,,,,,,,,,,,,,,
59048,,['P80003262'],C00430306,P,Presidential,"[2006, 2008, 2010]",P,Principal campaign committee,T,2006-11-09,2006-11-09,2009-04-13,TOM VILSACK FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,IA,THERESA L KEHOE,,,,,,,,,,,,,,,,,,
59051,,['P60001294'],C00291302,P,Presidential,"[1994, 1996, 1998]",P,Principal campaign committee,A,1994-03-22,1994-03-22,1997-07-15,TOPHAM FOR PRESIDENT,,,IND,INDEPENDENT,UT,LAWRENCE REY TOPHAM,,,,,,,,,,,,,,,,,,
59052,,['P80001845'],C00219378,P,Presidential,"[1988, 1990, 1992, 1994, 1996]",P,Principal campaign committee,A,1987-11-25,1987-11-25,1996-05-15,TORRES FOR PRESIDENT-88,,,,,VA,KAREN ANN TORRES,,,,,,,,,,,,,,,,,,
59053,,['P00000174'],C00098038,P,Presidential,"[1978, 1980, 1982]",P,Principal campaign committee,A,1978-06-26,1978-07-11,1978-08-10,TOTTEN FOR PRESIDENT COMMITTEE,,,,,WI,SHIRLEY ANN GUNDICK,,,,,,,,,,,,,,,,,,
59055,,['P00000349'],C00111260,P,Presidential,[1980],P,Principal campaign committee,A,1979-07-11,1979-07-11,1980-04-22,TRACY VOIGT CAMPAIGN FUND,,,,,NV,,,,,,,,,,,,,,,,,,,
59056,,[],C00224956,P,Presidential,"[1988, 1990]",A,Authorized by a candidate,A,1987-07-10,,1988-03-30,TRAVIS BICKLE FOR PRESIDENT COMMITTEE,,,,,IN,LINUS D COMBS,,,,,,,,,,,,,,,,,,
59058,,"['H8VA06039', 'P00003863']",C00337774,P,Presidential,"[1998, 2000, 2002]",P,Principal campaign committee,A,1998-06-09,1999-08-02,2002-06-18,TRI-MET LIMITED,,,,,VA,"JOHN J ""SWARTZ"" TRENT",,,,,,,,,,,,,,,,,,
59059,,['P80005168'],C00443697,P,Presidential,"[2008, 2010, 2012, 2014]",P,Principal campaign committee,A,2008-01-15,2008-01-23,2014-01-10,"TRINITY PARTY, THE",,,OTH,OTHER,MN,OLIVIER L F ASSER,,,,,,,,,,,,,,,,,,
59061,AMERICAN RELIGIOUS  PARTY,[],C00713610,P,Presidential,[2020],P,Principal campaign committee,Q,2019-07-24,2019-07-24,2019-07-24,TRIPLANITOURIUM  RELIGIOUS COUNTRY AND GOVERNMENT,,,REP,REPUBLICAN PARTY,CA,"JACKSON, LOWANDA SHALIK GILL",,,,,,,,,,,,,,,,,,
59062,,['P00004648'],C00359224,P,Presidential,[2000],P,Principal campaign committee,T,2000-06-19,2000-09-23,2000-12-22,TROY WENTZ FOR PRESIDENT,,,REF,REFORM PARTY,NE,TROY WENTZ,,,,,,,,,,,,,,,,,,
59063,,['P00002444'],C00249821,P,Presidential,"[1990, 1992, 1994, 1996, 1998, 2000]",P,Principal campaign committee,A,1990-12-10,2000-01-11,2000-01-21,TRUE DEMOCRACT-TRUE REPUBLICAN,,,,,TX,LLOYD O SCOTT,,,,,,,,,,,,,,,,,,
59065,,['P60007820'],C00579961,P,Presidential,[2016],P,Principal campaign committee,T,2015-06-22,2015-06-22,2016-10-31,TRUITT FOR PRESIDENT 2016 COMMITTEE,,,IND,INDEPENDENT,KY,"PAUL E TRUITT, DVM",,,,,,,,,,,,,,,,,,
59066,,['P40000119'],C00151431,P,Presidential,"[1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996]",P,Principal campaign committee,A,1982-03-08,1982-03-08,1996-05-15,"TRUMMELL, HEBER J (PRES)",,,IND,INDEPENDENT,UT,HEBER J TRUMMELL,,,,,,,,,,,,,,,,,,
59068,,['P20000352'],C00250951,P,Presidential,"[1992, 1994, 1996, 1998, 2000, 2002]",P,Principal campaign committee,A,1991-03-09,1993-03-01,2001-02-21,TSONGAS COMMITTEE INC,,,DEM,DEMOCRATIC PARTY,MA,S GEORGE KOKINOS,,,,,,,,,,,,,,,,,,
59069,,['P20002408'],C00492017,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-01-03,2011-01-03,2015-08-10,TUBBS4PRESIDENT2012,,,IND,INDEPENDENT,LA,KELLY ELIZABETH PILCHER TUBBS,,,,,,,,,,,,,,,,,,
59073,,['P20003588'],C00502922,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-09-26,2011-09-26,2015-09-11,TURNER FOR PRESIDENT,,,REP,REPUBLICAN PARTY,AL,MATTHEW TURNER,,,,,,,,,,,,,,,,,,
59074,,['P60003563'],C00327940,P,Presidential,"[1998, 2000, 2002]",P,Principal campaign committee,A,1997-06-04,1997-06-04,2002-06-18,TWO THOUSAND ONE COMMITTEE (PCC ROGERS),,,REP,REPUBLICAN PARTY,NC,ALFORD ROGERS,,,,,,,,,,,,,,,,,,
59075,,['P80000169'],C00195354,P,Presidential,"[1986, 1988, 1990, 1992, 1994, 1996]",P,Principal campaign committee,A,1985-05-13,1985-05-13,1996-05-15,TYLER FOR PRESIDENT OF U S A,,,,,TX,MARTHA J BRANDON,,,,,,,,,,,,,,,,,,
59076,,['P00006254'],C00653394,P,Presidential,"[2018, 2020]",A,Authorized by a candidate,A,2017-08-18,2019-05-20,2019-05-20,TYRELL HEATON,,,IND,INDEPENDENT,MN,"HEATON, TYRELL",,,,,,,,,,,,,,,,,,
59077,,['P00011015'],C00700112,P,Presidential,[2020],P,Principal campaign committee,Q,2019-03-25,2019-03-25,2019-03-25,TYRONE BROWN,,,IND,INDEPENDENT,FL,TYRONE DAWAYNE BROWN,,,,,,,,,,,,,,,,,,
59078,,['P60000718'],C00030148,P,Presidential,"[1976, 1978, 1980, 1982, 1984]",A,Authorized by a candidate,T,1975-02-10,1976-09-15,1984-07-30,UDALL '76' COMMITTEE,,,DEM,DEMOCRATIC PARTY,NY,STANLEY KURZ,,,,,,,,,,,,,,,,,,
59079,,['P60000718'],C00170530,P,Presidential,"[1984, 1986]",P,Principal campaign committee,T,1983-10-03,1984-10-09,1985-04-03,UDALL FAVORITE SON COMMITTEE,,,DEM,DEMOCRATIC PARTY,AZ,HARRY KARCHMER,,,,,,,,,,,,,,,,,,
59080,,['P80004799'],C00439026,P,Presidential,"[2008, 2010]",P,Principal campaign committee,T,2007-09-19,2007-10-23,2009-02-03,UDDER JIMMY CARTER FOR PRESIDENT COMM. ; THE,,,OTH,OTHER,FL,JAMES HARLIN CARTER,,,,,,,,,,,,,,,,,,
59081,,['P80001621'],C00218719,P,Presidential,"[1988, 1990, 1992, 1994, 1996, 1998, 2000]",P,Principal campaign committee,A,1987-11-02,1991-12-09,2000-01-24,UNCLE TORVALD FOR PRESIDENT COMMITTEE (PCC ROBERT JOHNSON),,,IND,INDEPENDENT,SD,E C STANGLAND,,,,,,,,,,,,,,,,,,
59082,,['P60005550'],C00570077,P,Presidential,"[2014, 2016, 2018]",P,Principal campaign committee,A,2014-10-27,2015-07-30,2018-04-26,UNIFIED COMMITTEE FOR SUCH A TIME AS THIS TO ELECT SHELIA MARIAH BOLAR TO THE 2016 US PRES,,,,,GA,SHELIA MARIAH BOLAR,,,,,,,,,,,,,,,,,,
59083,,['P00000646'],C00166389,P,Presidential,"[1984, 1986, 1988, 1990, 1992, 1994, 1996]",A,Authorized by a candidate,A,1983-04-11,1983-04-11,1996-05-15,UNION PARTY ELECTION CAMPAIGN COMMITTEE (PCC WILSON),,,UNK,UNKNOWN,DC,LUTHER J WILSON,,,,,,,,,,,,,,,,,,
59085,,['P60005535'],C00569897,P,Presidential,"[2014, 2016, 2018, 2020]",P,Principal campaign committee,Q,2014-10-23,2018-03-15,2018-03-15,UNITED EMRITS OF AMERICA,,,DEM,DEMOCRATIC PARTY,TX,RONALD SATISH EMRIT,,,,,,,,,,,,,,,,,,
59086,,['P80002843'],C00408849,P,Presidential,[2006],P,Principal campaign committee,T,2005-01-10,2005-03-03,2005-03-15,UNITED FEDERALIST UNION AMERICAN FED OF LABOR CONGRESS OF INDUSTRIAL ORG`,,,,,DC,DENNIS R TONEY,,,,,,,,,,,,,,,,,,
59088,,['P60000361'],C00031351,P,Presidential,"[1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996]",P,Principal campaign committee,A,1975-07-30,1984-03-26,1996-05-15,UNITED STATES COMMITTEE TO ELECT J. JOHN GORDON PRESIDENT OF THE UNITED STATES,,,REP,REPUBLICAN PARTY,MA,J. JOHN GORDON,,,,,,,,,,,,,,,,,,
59089,DISNEY PCS,['P00005959'],C00695924,P,Presidential,[2020],P,Principal campaign committee,Q,2019-02-04,2019-02-04,2019-04-23,UNITED STATES PEOPLE TO ELECT GARY D DISNEY,,,,,WA,GARY D DISNEY,,,,,,,,,,,,,,,,,,
59090,,['P20000055'],C00430660,P,Presidential,"[2006, 2008, 2010]",A,Authorized by a candidate,T,2006-12-01,2009-06-08,2009-06-08,UNITED STATES PRESIDENT KIP LEE 2009 AS THE UNITED STATES PRESIDENT KIP LEE IN 2009,,,LIB,LIBERTARIAN PARTY,CA,KIP LEE,,,,,,,,,,,,,,,,,,
59093,,['P60002789'],C00293662,P,Presidential,"[1994, 1996, 1998]",P,Principal campaign committee,A,1994-05-05,1994-05-05,1997-09-11,"USA, EBRC, UJC PRES CANDIDATE (URBAN)",,,UNK,UNKNOWN,DC,CASIMER URBAN,,,,,,,,,,,,,,,,,,
59094,,['P80003627'],C00432088,P,Presidential,"[2008, 2010, 2012, 2014]",U,Unauthorized,A,2007-02-07,2007-02-08,2014-01-10,USA PRESIDENTIAL ELECTION COMMITTEE,,,REP,REPUBLICAN PARTY,CA,PHILIP ANTHONY KOK,,,,,,,,,,,,,,,,,,
59098,,['P80001795'],C00219147,P,Presidential,[1988],P,Principal campaign committee,T,1987-11-17,1988-05-17,1988-06-29,VAN PETTEN COMMITTEE,,,DEM,DEMOCRATIC PARTY,CA,ALBERT ARCHER VAN PETTEN,,,,,,,,,,,,,,,,,,
59101,,"['P20001525', 'P20001632']",C00260596,P,Presidential,"[1992, 1994, 1996, 1998]",P,Principal campaign committee,A,1992-02-18,1995-03-11,1997-09-11,VERA WATTS FOR PRESIDENT OF THE U S OF A,,,DEM,DEMOCRATIC PARTY,MI,VERA WATTS,,,,,,,,,,,,,,,,,,
59102,,['P20001632'],C00355172,P,Presidential,"[2000, 2002]",P,Principal campaign committee,A,2000-03-10,2000-03-10,2001-10-26,VERA WATTS FOR PRESIDENT OF US OF AMERICA,,,DEM,DEMOCRATIC PARTY,MI,VERA WATTS,,,,,,,,,,,,,,,,,,
59103,,['P00003988'],C00348474,P,Presidential,"[2000, 2002]",P,Principal campaign committee,A,1999-09-01,2000-12-27,2002-06-18,VEREL TRACY WESTOVER SR REPUBLICAN FOR PRESIDENT OF THE UNITED STATES OF AMERICA,,,REP,REPUBLICAN PARTY,KS,JOHN DWAYNE ROBB,,,,,,,,,,,,,,,,,,
59105,,['P20001178'],C00257170,P,Presidential,"[1992, 1994, 1996, 1998, 2000]",P,Principal campaign committee,A,1991-12-17,1991-12-17,2000-01-24,VERNON H VALDEZ VIGIL DEHERRERA,,,IND,INDEPENDENT,CO,DOROTHY VOGEL,,,,,,,,,,,,,,,,,,
59106,,[],C00363440,P,Presidential,"[2000, 2002, 2016, 2018, 2020]",P,Principal campaign committee,Q,2000-11-06,2000-11-06,2002-07-31,VERNON WELKER FOR US PRESIDENT COMMITTEE,,,,,CA,VERNON WELKER,,,,,,,,,,,,,,,,,,
59107,,['P20001053'],C00256479,P,Presidential,[1992],P,Principal campaign committee,T,1991-12-02,1991-12-02,1992-12-03,VERNON WILMINGTON FOR PRESIDENT,,,UNK,UNKNOWN,FL,VERNON LEROY WILMINGTON,,,,,,,,,,,,,,,,,,
59108,,['P60002458'],C00408732,P,Presidential,[2006],A,Authorized by a candidate,T,2005-01-10,2005-01-10,2005-04-26,VETERANS FOR ROGER JEWELL FOR PRESIDENT IN 2008,,,,,AZ,ROGER JEWELL,,,,,,,,,,,,,,,,,,
59109,,['P60003399'],C00302042,P,Presidential,"[1996, 1998]",P,Principal campaign committee,A,1995-04-07,1998-07-21,1998-07-21,VETERANS INDUSTRIAL POLITICAL PARTY (PCC EASTON),,,UNK,UNKNOWN,IN,ERNEST LEE EASTON,,,,,,,,,,,,,,,,,,
